161,age,gender,genderpref,height,ethnicity,birthplace,Politics,religion,year,activities,college,major,brbs,snack,prelim,meme,friday,date,work,sleep,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,numdated,longestrelationship,toolongtext,commitment
item3,19,female,male,63,other,Bronx,2,1,freshman,['greeklife'],humec,Human Development,item7,item5,item3,item6,item5,item4,22:00,7to9,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Agree,0,0,24,willsee
item6,21,male,female,70,asian,Kobe,3,1,junior,,aap,Urban  and Regional Studies,item9,item3,item2,item5,item2,item8,17:30,7to9,Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,4,24,18,willsee
item4,21,male,female,75,other,Fresno CA,3,2,junior,"['ra', 'socialclub', 'culturalclub']",arts,Archaeology,item11,item6,item5,item7,item1,item3,19:45,4to6,Sort of Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Agree,1,6,24,willsee
item6,20,female,male,61,asian,Ithaca,2,3,sophomore,['otherclub'],engineering,Computer Science,item13,item4,item3,item6,item5,item4,before 10pm,7to9,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,1,32,5 hours,willsee
item2,21,male,female,73,white,NYC,1,2,junior,"['projectteam', 'otherclub']",engineering,Computer Science,item13,item4,item7,item5,item2,item3,22:00,7to9,Strongly Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,0,0,12,willsee
item6,23,female,male,68,asian,Chengdu,2,1,grad,"['socialclub', 'projectteam']",humec,Public Administration,item5,item4,item6,item2,item5,item5,23:59,7to9,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,4,10,24,willsee
item1,22,female,male,61,white,"New York, New York",3,1,senior,['greeklife'],cals,Applied Economics and Management,item3,item4,item6,item7,item5,item4,12:00,7to9,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Disagree,1,15,7,willsee
item7,20,female,male,66,white,"Baltimore, Maryland",2,2,junior,"['otherclub', 'culturalclub', 'profclub']",cals,biological sciences,item6,item3,item6,item6,item1,item3,15:00,7to9,Agree,Sort of Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,2,24,48,willsee
item1,27,male,female,66,asian,New Delhi,3,3,grad,['ta'],hotel,Real Estate,item6,item4,item6,item5,item6,item7,22:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,3,24,2,willsee
item6,21,female,male,63,white,Houston,2,1,junior,"['greeklife', 'projectteam', 'ra', 'ta']",engineering,Chemical Engineering,item1,item4,item7,item3,item2,item4,20:00,7to9,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,3,27,8,meetfriends
item5,20,male,female,70,asian,"Lincoln, Nebraska",2,1,sophomore,['culturalclub'],humec,"Human Biology, Health, and Society",item3,item4,item5,item6,item1,item1,21:00,4to6,Strongly Agree,Agree,Sort of Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Sort of Agree,Disagree,1,2,12,meetfriends
item2,19,female,male,65,asian,,2,1,sophomore,"['socialclub', 'otherclub']",arts,Psychology,item6,item1,item3,item6,item1,item4,19:00,7to9,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Sort of Agree,Strongly Agree,Strongly Disagree,Strongly Agree,0,0,24,willsee
item1,21,female,male,65,asian,,1,3,senior,"['profclub', 'socialclub', 'otherclub', 'ta']",engineering,Applied Engineering Physics,item13,item4,item2,item3,item1,item3,Morning,7to9,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Agree,0,0,48,willsee
item1,19,female,male,66,asian,NYC,3,3,sophomore,"['proffrat', 'projectteam']",engineering,Civil Engineering,item6,item3,item2,item6,item2,item8,20:00,7to9,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Strongly Agree,Agree,Agree,Agree,Sort of Agree,Disagree,Agree,1,24,12,willsee
item3,21,female,male,69,white,Spain,3,1,senior,['athlete'],arts,Biological Sciences,item3,item6,item7,item1,item1,item2,20:00,7to9,Agree,Sort of Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Sort of Agree,2,18,6,meetfriends
item1,18,male,either,70,latino,Bogotá,4,4,freshman,"['socialclub', 'culturalclub', 'otherclub']",cals,Communication,item3,item1,item7,item6,item5,item8,23:00,4to6,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Strongly Agree,5,4,15,willsee
item2,23,male,female,66,asian,Singapore,2,1,senior,['culturalclub'],arts,Economics,item8,item3,item7,item5,item2,item4,21:00,4to6,Sort of Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,0,0,6,willsee
item6,22,male,female,77,black,New York,2,1,senior,['clubsports'],cals,Information Science,item10,item1,item3,item6,item1,item4,12:00,7to9,Agree,Sort of Agree,Agree,Strongly Disagree,Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,1,40,a week,willsee
item5,22,female,male,62,white,"Waterbury, CT",2,3,senior,['greeklife'],engineering,Operations Research,item6,item5,item7,item3,item3,item4,11:00,7to9,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,2,18,30,willsee
item5,23,male,female,69,asian,,4,1,grad,['ta'],engineering,Materials Sciences,item5,item4,item4,item6,item1,item2,13:19,7to9,Agree,Sort of Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,0,,6,willsee
item2,21,female,male,65,white,Pisticci,2,2,junior,,ilr,Economics,item3,item4,item2,item2,item6,item4,18:30,7to9,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,4,1024,20,willsee
item6,20,female,male,65,white,"Bryn Mawr, PA",3,1,junior,"['athlete', 'greeklife']",humec,Humand Development ,item6,item5,item3,item6,item2,item1,18:00,4to6,Agree,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,0,N/A,5,willsee
item5,19,male,female,68,asian,"Schwedelbach, Germany",2,1,sophomore,['socialclub'],engineering,Computer Science,item13,item1,item7,item7,item1,item8,4:00,1to3,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,3,7,48,willsee
item5,22,female,male,64,asian,India,1,1,grad,,engineering,Biomedical Engineering,item3,item4,item7,item5,item1,item8,Night time,4to6,Strongly Agree,Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,0,0,2,willsee
item6,22,male,female,68,asian,Moscow,4,2,junior,"['socialclub', 'culturalclub', 'otherclub']",arts,Biological Sciences and Economics,item5,item6,item7,item5,item2,item8,19:00,4to6,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,1,4,24,willsee
item5,19,female,male,64,asian,Kathmandu Nepal ,2,2,sophomore,"['proffrat', 'profclub', 'socialclub']",arts,Government and Economics ,item3,item4,item5,item2,item1,item8,22:00,4to6,Sort of Agree,Disagree,Agree,Strongly Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Sort of Agree,Agree,Strongly Disagree,Agree,Strongly Agree,2,It’s complicated ,48hrs ,married
item2,22,male,female,73,asian,New York,3,1,senior,['ta'],engineering,Computer Science,item4,item4,item3,item5,item2,item2,23:00,4to6,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,3,3,5,meetfriends
item2,20,female,male,61,white,,2,,junior,"['greeklife', 'otherclub', 'ta']",cals,Communication,item13,item1,item7,item6,item5,item3,20:00,7to9,Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,2,4,24,willsee
item1,21,female,either,63,other,,2,2,senior,['otherclub'],arts,Near Eastern Studies and Spanish,item11,item3,item7,item5,item6,item8,10:00,4to6,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,0,0,24,willsee
item3,20,male,female,72,white,,1,1,junior,"['clubsports', 'otherclub']",cals,Biology,item5,item5,item3,item1,item1,item4,21:00,7to9,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Agree,1,27,72,willsee
item1,18,female,male,66,asian,Kuwait,3,3,freshman,"['profclub', 'socialclub']",engineering,Electrical and Computer Engineering ,item6,item1,item2,item4,item2,item8,17:00,4to6,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,2,18,3,willsee
item2,18,female,either,64,latino,Sacramento,1,1,freshman,['ta'],arts,biological sciences,item11,item1,item7,item5,item5,item1,17:21,7to9,Strongly Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,1,4,48,willsee
item6,21,male,female,71,asian,Los Angeles,2,2,junior,"['greeklife', 'profclub', 'socialclub', 'ta']",hotel,Hotel Administration,item13,item4,item7,item6,item5,item7,20:00,7to9,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Agree,Disagree,Agree,3,13,8,willsee
item6,18,female,male,64,other,New York,2,3,freshman,['culturalclub'],humec,Policy Analysis and Management ,item6,item4,item5,item6,item1,item4,10:00,4to6,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,2,30,3,willsee
item3,20,male,female,72,asian,Albany,2,2,sophomore,"['clubsports', 'otherclub']",humec,Fiber Science,item3,item4,item3,item4,item2,item1,17:00,7to9,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Disagree,Disagree,Agree,1,4,48,willsee
item2,19,female,male,55,asian,hangzhou,2,1,sophomore,"['greeklife', 'profclub']",cals,info sci,item4,item4,item4,item4,item4,item8,0:00,7to9,Agree,Agree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,3,1 yr,1hr,willsee
item1,19,female,either,66,black,Las Vegas NV,1,3,sophomore,"['socialclub', 'culturalclub', 'ra']",humec,Human development ,item11,item1,item7,item5,item2,item4,12:00,7to9,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Agree,Disagree,0,0,6 hours,willsee
item1,22,male,female,71,asian,"Guntur, India",2,2,grad,"['ta', 'projectteam', 'profclub']",engineering,Chemical Engineering,item7,item5,item6,item6,item6,item6,22:00,7to9,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Strongly Agree,2,15,24,willsee
item6,21,male,female,71,white,Englewood NJ,4,4,junior,"['athlete', 'greeklife', 'socialclub']",arts,Performance and Media Arts,item6,item4,item5,item5,item6,item4,19:40,7to9,Agree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,4,6,4,meetfriends
item6,24,male,female,69,white,LA,1,1,senior,['greeklife'],arts,Performing and Media Arts,item3,item3,item7,item5,item1,item4,early morning ,7to9,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,0,3,doesn't matter,meetfam
item3,19,female,male,66,white,"Napa, CA",2,1,sophomore,"['greeklife', 'clubsports', 'proffrat']",cals,Viticulture and Enology ,item6,item6,item3,item5,item5,item3,15:00,7to9,Sort of Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,1,1 month,10 hours ,meetfriends
item1,21,female,male,70,white,Santa Barbara,3,1,junior,"['athlete', 'greeklife']",arts,Economics,item6,item5,item7,item5,item2,item4,14:00,7to9,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,4,13,24,willsee
item2,21,female,male,66,white,"Brooklyn, NY",2,2,senior,"['proffrat', 'socialclub']",arts,Psychology,item3,item5,item7,item2,item1,item1,19:00,7to9,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,0,0,6,willsee
item5,19,male,female,74,asian,Boston,2,1,sophomore,"['athlete', 'profclub']",engineering,Computer Science,item13,item1,item1,item4,item3,item3,late night,4to6,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,1,2 months,8,willsee
item2,24,female,either,72,white,"Fort Saint John, British Columbia, Canada",1,1,senior,"['athlete', 'otherclub']",ilr,Interdisciplinary studies,item6,item2,item1,item7,item1,item3,20:00,7to9,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,0,9,48,meetfriends
item2,20,male,female,70,white,Tampa,3,2,junior,"['culturalclub', 'otherclub', 'profclub']",engineering,Biomedical Engineering,item3,item2,item3,item7,item1,item8,20:00,7to9,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Sort of Agree,Agree,0,:(,¯\_(ツ)_/¯,willsee
item2,22,female,male,64,asian,Shanghai,1,1,grad,,engineering,Computer Science,item13,item3,item7,item6,item4,item2,23:30,7to9,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,2,5,48,willsee
item6,22,female,male,69,white,"Herndon, VA",2,2,senior,"['proffrat', 'clubsports', 'otherclub', 'profclub', 'ta']",engineering,Chemical Engineering,item13,item6,item3,item1,item6,item2,19:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,1,5,4,willsee
item2,19,male,female,62,white,"Brooklyn, New York ",3,2,sophomore,"['projectteam', 'clubsports', 'socialclub', 'otherclub']",aap,Urban and Regional Studies,item9,item4,item7,item1,item1,item4,11:00,7to9,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,1,1,8,meetfriends
item6,19,female,male,64,white,Philadelphia,1,2,freshman,,aap,Architecture,item11,item1,item5,item1,item1,item3,20:00,4to6,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Agree,Agree,Agree,2,24,2 days,willsee
item2,20,female,male,66,white,"Arlington, VA",2,1,junior,"['greeklife', 'proffrat']",arts,"Compurer Science, Math",item6,item4,item5,item7,item5,item4,20:30,7to9,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Agree,3,12,24,willsee
item5,19,male,either,70,black,Los Angeles ,3,4,junior,"['proffrat', 'clubsports', 'culturalclub', 'ta', 'profclub']",cals,Animal Science ,item13,item5,item3,item2,item3,item8,15:00,4to6,Sort of Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,0,0,8 hours ,willsee
item5,20,male,female,63,asian,Seoul,2,4,freshman,,arts,Computer Science,item9,item1,item3,item3,item1,item2,16:00,7to9,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Sort of Agree,Disagree,Agree,Agree,3,12,12,willsee
item2,20,male,female,68,asian,New York City,3,1,junior,"['profclub', 'clubsports', 'culturalclub', 'otherclub']",ilr,Industrial Labor Relations,item5,item4,item7,item7,item1,item2,17:50,7to9,Agree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,Strongly Disagree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Agree,2,4,197,willsee
item2,20,female,male,67,white,Chicago,2,1,junior,"['athlete', 'socialclub', 'otherclub']",humec,Policy Analysis & management,item5,item5,item7,item6,item1,item4,12:00,7to9,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,0,0,48,meetfriends
item4,19,female,male,63,latino,Chicago,1,3,sophomore,"['otherclub', 'clubsports']",arts,Psychology ,item5,item1,item3,item5,item4,item8,9:00,4to6,Strongly Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,2,13,16,willsee
item5,20,male,female,68,white,Boston,4,1,sophomore,['clubsports'],arts,Computer science,item13,item6,item3,item3,item3,item5,1:33,4to6,Sort of Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Nothing serious,3,Idk I always get ignored ,willsee
item1,27,female,male,68,asian,"Madras, India ",3,2,grad,,cals,Food Science ,item6,item4,item7,item5,item1,item4,17:30,7to9,Agree,Sort of Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Agree,3,12,6,willsee
item6,18,male,male,70,asian,"Greenwich, CT",4,3,sophomore,"['otherclub', 'socialclub']",cals,Biometry & Statistics,item13,item3,item7,item1,item4,item5,1:00,4to6,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,0,0,N/A,willsee
item1,19,female,male,63,white,Cairo,3,3,sophomore,['clubsports'],cals,Biology & Society ,item3,item6,item5,item7,item1,item5,17:14,4to6,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,0,refer to previous response ,3,onenightstand
item2,18,female,male,68,asian,"Corning, NY",2,1,freshman,"['clubsports', 'profclub', 'culturalclub']",engineering,Computer Science and Premed,item4,item1,item7,item2,item3,item1,20:00,4to6,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,4,12,2,meetfam
