_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e3738c52dd0db6dee9994b7),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""21""}",63,white,4,freshman,"[""greeklife"",""clubsports"",""socialclub"",""profclub"",""projectteam""]",arts,Computer Science,mixer,starbucks,afternoon,"{""sleeptime"":""1 am"",""waketime"":""9 am""}",shift,artist,city,"funny, kind, loyal","funny, loyal, interesting",yes,no,money,reliability,Sort of Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Disagree,Agree,Sort of Agree,8,0,0,plantomeet,ESTP
ObjectId(5e3738c62dd0db6dee9994b8),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""22""}",72,white,3,sophomore,"[""greeklife"",""profclub"",""clubsports""]",arts,Math,mixer,ctb,afternoon,"{""sleeptime"":""11"",""waketime"":""7""}",flow,athlete,friends,"Honest, kind, funny","Kind, understanding, funny",no,no,time,humor,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,9,2,1,willsee,ESTJ
ObjectId(5e3738c92dd0db6dee9994b9),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""26""}",70,white,2,senior,"[""clubsports"",""proffrat"",""socialclub"",""profclub"",""otherclub""]",engineering,"Information Science, Systems, and Technology",bars,commons,afternoon,"{""sleeptime"":""12 or 1"",""waketime"":""9ish""}",shift,athlete,city,"caring, fun, goofy ","caring, funny, dependable",yes,no,time,humor,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,7,1,6,willsee,ENTP
ObjectId(5e3738d92dd0db6dee9994ba),male,"[""male""]",19,"{""youngest"":""18"",""oldest"":""20""}",70,southasian,3,freshman,"[""proffrat"",""profclub"",""socialclub"",""otherclub""]",hotel,Hotel,netflixchill,ctowndinner,morning,"{""sleeptime"":""11pm"",""waketime"":""8am""}",shift,entrepreneur,city,"Hard working, charming, caring","Caring, kind, beautiful",yes,no,time,thoughtfulness,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,7,3,13,plantomeet,ESTP
ObjectId(5e3738dc2dd0db6dee9994bb),male,"[""male""]",18,"{""youngest"":""17"",""oldest"":""30""}",72,white,2,freshman,"[""otherclub"",""profclub"",""ta""]",cals,Plant Sciences,pjsnetflix,bubbletea,evening,"{""sleeptime"":""12:00 AM"",""waketime"":""8:30 AM""}",flow,artist,newfood,"Loyal, charismatic, funny","Funny, loyal, intelligent",no,no,time,reliability,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Strongly Agree,Agree,Sort of Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,7,1,1,plantomeet,ESFP
ObjectId(5e3738fc2dd0db6dee9994bc),male,"[""female""]",20,"{""youngest"":""19"",""oldest"":""21""}",66,southasian,3,junior,"[""culturalclub"",""otherclub"",""ta""]",arts,Chemistry ,netflixchill,commons,evening,"{""sleeptime"":""1:30"",""waketime"":""8:30""}",flow,athlete,city,"smart, calm, funny ","kind, smart, fun",yes,yes,time,independence,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,7,1,10,willsee,ESTJ
ObjectId(5e3738fe2dd0db6dee9994bd),male,"[""female""]",21,"{""youngest"":""20"",""oldest"":""22""}",72,other,2,junior,"[""otherclub"",""clubsports""]",humec,Fiber Science & Apparel Design,netflixchill,coffee,evening,"{""sleeptime"":""12:00 AM"",""waketime"":""8:00 AM""}",flow,artist,outdoor,"Funny, Trustworthy, Generous","Funny, Clever, Easy-going",no,no,time,reliability,Agree,Strongly Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,4,1,3,plantomeet,ISTP
ObjectId(5e37393f2dd0db6dee9994be),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""20""}",70,latino,2,sophomore,"[""clubsports"",""athlete"",""socialclub"",""culturalclub""]",arts,Computer Science ,netflixchill,bubbletea,morning,"{""sleeptime"":""12"",""waketime"":""7""}",flow,scientist,friends,"ambitious, curious, chill","curious, funny, cheerful",no,yes,time,reliability,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Agree,5,6,24,willsee,INTP
ObjectId(5e37394e2dd0db6dee9994bf),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""21""}",60,southasian,3,sophomore,"[""clubsports"",""socialclub"",""culturalclub"",""otherclub""]",cals,Computational Biology and Information Science,pjsnetflix,bubbletea,evening,"{""sleeptime"":""1"",""waketime"":""8""}",shift,scientist,outdoor,"Adventurous, Emphatic, Creative","Smart, Funny, Compassionate",yes,no,time,thoughtfulness,Disagree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,4,0,0,plantomeet,INTP
ObjectId(5e37395f2dd0db6dee9994c0),female,"[""male""]",18,"{""youngest"":""16"",""oldest"":""20""}",60,eastasian,3,freshman,"[""none""]",engineering,Cs,study,bubbletea,afternoon,"{""sleeptime"":""1AM"",""waketime"":""9-10""}",flow,scientist,museums,"Awkward, chill, nerdy","Best friend, caring",no,no,time,reliability,Sort of Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,3,0,0,willsee,ISTJ
ObjectId(5e3739652dd0db6dee9994c1),male,"[""female""]",20,"{""youngest"":""20"",""oldest"":""21""}",65,southasian,3,junior,"[""projectteam"",""clubsports"",""ta"",""profclub"",""socialclub""]",cals,Biological Engineering,mixer,starbucks,evening,"{""sleeptime"":""1 am"",""waketime"":""9 am""}",shift,athlete,friends,"Interesting, dependable, hilarious","Funny, smart, active",yes,yes,money,reliability,Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sort of Agree,8,1,10,willsee,ESFP
ObjectId(5e3739702dd0db6dee9994c2),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""23""}",61,southasian,3,sophomore,"[""socialclub"",""culturalclub"",""profclub""]",arts,Computer Science,mixer,ctb,afternoon,"{""sleeptime"":""1 am"",""waketime"":""8 am""}",flow,entrepreneur,friends,"quirky, outgoing, kind","honest, kind, smart",yes,yes,time,thoughtfulness,Disagree,Agree,Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,7,5,16,plantomeet,ENTP
ObjectId(5e3739722dd0db6dee9994c3),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",70,black,2,freshman,"[""otherclub""]",arts,Psychology ,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""1am"",""waketime"":""10am""}",flow,scientist,friends,"Sarcastic, Empathetic, Ambivert","Funny, Carefree, Charismatic ",yes,yes,time,reliability,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,5,1,4,willsee,ISTJ
ObjectId(5e3739742dd0db6dee9994c4),male,"[""male""]",22,"{""youngest"":""20"",""oldest"":""24""}",75,white,2,senior,"[""greeklife"",""profclub""]",arts,Economics and Government,mixer,ctb,morning,"{""sleeptime"":""Midnight"",""waketime"":""7""}",shift,artist,friends,"smart, caring, funny","smart, caring, funny",no,yes,time,humor,Strongly Disagree,Agree,Sort of Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Sort of Agree,Agree,Agree,Disagree,7,3,2 Years,willsee,ENTP
ObjectId(5e3739762dd0db6dee9994c5),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""23""}",65,white,3,freshman,"[""athlete""]",ilr,ILR,netflixchill,commons,evening,"{""sleeptime"":""1am"",""waketime"":""8am""}",shift,political,friends,"adventuerous, loyal, charismatic ","smart, caring, loving",yes,no,money,thoughtfulness,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Disagree,Agree,Sort of Agree,7,0,0,plantomeet,ESTJ
ObjectId(5e37397e2dd0db6dee9994c6),male,"[""male""]",20,"{""youngest"":""19"",""oldest"":""28""}",71,latino,2,senior,"[""greeklife"",""profclub"",""otherclub""]",arts,Economics,bars,fratparty,evening,"{""sleeptime"":""1"",""waketime"":""7""}",new,scientist,newppl,"Upbeat, Empathetic, Optimistic ","Diligent, Fun, Exciting",yes,yes,time,thoughtfulness,Sort of Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Disagree,Disagree,Agree,Disagree,9,0,n/a,meetfriends,ESFP
ObjectId(5e3739832dd0db6dee9994c7),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",65,other,2,freshman,"[""culturalclub"",""socialclub""]",engineering,Biomedical Engineer,annex,bubbletea,evening,"{""sleeptime"":""1am"",""waketime"":""10am""}",shift,entrepreneur,city,"Funny, outgoing, bold","charismatic, funny, interesting",yes,yes,money,thoughtfulness,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,9,0,0,plantomeet,ESTP
ObjectId(5e37398d2dd0db6dee9994c8),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""22""}",64,latino,1,senior,"[""greeklife"",""proffrat"",""culturalclub""]",arts,American Studies,mixer,commons,evening,"{""sleeptime"":""1am"",""waketime"":""10am""}",new,political,city,"Rambunctious, sweet, comical","Charming, polite, level-headed",yes,yes,money,thoughtfulness,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Disagree,8,3,5,fun,ESFP
ObjectId(5e37399a2dd0db6dee9994c9),female,"[""male""]",17,"{""youngest"":""17"",""oldest"":""19""}",63,southasian,5,freshman,"[""projectteam"",""otherclub"",""profclub"",""socialclub""]",engineering,Computer Science,pjsnetflix,bubbletea,evening,"{""sleeptime"":""12:00am"",""waketime"":""9:00am""}",shift,artist,city,"enthusiastic, friendly, empathetic","dependable, smart, empathetic",yes,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,6,1,11,meetfriends,ESTJ
ObjectId(5e3739d22dd0db6dee9994ca),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""22""}",70,white,1,senior,"[""greeklife"",""proffrat""]",arts,Government,mixer,bubbletea,evening,"{""sleeptime"":""12:00 AM"",""waketime"":""7:00 AM""}",flow,political,friends,"funny, chill, thoughtful","funny, loyal, passionate",no,no,money,humor,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,7,1,4,plantomeet,ESTP
ObjectId(5e3739da2dd0db6dee9994cb),male,"[""male""]",19,"{""youngest"":""18"",""oldest"":""20""}",69,other,1,sophomore,"[""otherclub""]",engineering,Biomedical Engineering,netflixchill,ctb,morning,"{""sleeptime"":""12"",""waketime"":""8""}",flow,artist,gaming,"entertaining, loyal, thoughtful","funny, kind, smart",yes,yes,money,humor,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Strongly Agree,3,0,0,plantomeet,ISTJ
ObjectId(5e3739e12dd0db6dee9994cc),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""21""}",69,black,3,sophomore,"[""athlete"",""clubsports"",""socialclub"",""culturalclub""]",engineering,Computer Science,netflixchill,bubbletea,evening,"{""sleeptime"":""12:30am"",""waketime"":""8am""}",shift,scientist,friends,"Humorous, understanding, kind","Outgoing, smart, funny",no,no,time,humor,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,5,1,36,willsee,INFP
ObjectId(5e3739ec2dd0db6dee9994cd),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""27""}",72,eastasian,2,sophomore,"[""profclub"",""culturalclub"",""socialclub"",""clubsports""]",cals,IS,mixer,bubbletea,morning,"{""sleeptime"":""12am"",""waketime"":""8am""}",flow,artist,city,"calm, compassionate, optimistic","Smart, very tall, kind",yes,no,time,thoughtfulness,Sort of Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,3,0,0,plantomeet,ISFP
ObjectId(5e3739ee2dd0db6dee9994ce),female,"[""male""]",20,"{""oldest"":""23"",""youngest"":""19""}",65,southasian,2,sophomore,"[""athlete"",""proffrat"",""profclub""]",cals,AEM,bars,ctb,afternoon,"{""sleeptime"":""1 AM"",""waketime"":""10""}",shift,entrepreneur,friends,"positive, ambitious, kind ","confident, intelligent, kind ",yes,no,money,reliability,Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Agree,Disagree,4,2,8,willsee,INFP
ObjectId(5e3739f42dd0db6dee9994cf),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""19""}",67,other,2,freshman,"[""projectteam"",""culturalclub"",""socialclub""]",arts,Astronomy,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""1 am"",""waketime"":""9 am""}",flow,artist,city,"funny, outgoing, trustworthy","Funny, charismatic, thoughtful",no,no,money,thoughtfulness,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,8,0,0,willsee,ESTP
ObjectId(5e373a052dd0db6dee9994d0),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""21""}",64,white,2,junior,"[""greeklife"",""otherclub""]",engineering,civil engineering,mixer,ctowndinner,evening,"{""sleeptime"":""1 AM"",""waketime"":""9 AM""}",flow,artist,friends,"funny, energetic, thoughtful","funny, loyal, comforting",yes,no,money,humor,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Agree,8,1,9,willsee,ESTP
ObjectId(5e373a122dd0db6dee9994d1),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""24""}",66,white,2,junior,"[""greeklife"",""profclub"",""projectteam"",""socialclub""]",engineering,Environmental Engineering,mixer,ctb,afternoon,"{""sleeptime"":""12:00 midnight"",""waketime"":""8:00 ""}",flow,artist,newfood,"silly, fun, adventurous","funny, confident, curious",yes,no,time,humor,Disagree,Strongly Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,7,2,24,willsee,ENTP
ObjectId(5e373a122dd0db6dee9994d2),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""21""}",74,white,3,senior,"[""athlete"",""greeklife"",""ra""]",ilr,ILR,pjsnetflix,coffee,morning,"{""sleeptime"":""11 pm"",""waketime"":""7 am""}",shift,athlete,newfood,"Outgoing, productive, funny","Outgoing, fun, studious ",yes,yes,time,thoughtfulness,Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Sort of Agree,7,3,6 months ,willsee,ESTP
ObjectId(5e373a2d2dd0db6dee9994d3),male,"[""male""]",19,"{""youngest"":""18"",""oldest"":""21""}",67,eastasian,2,sophomore,"[""otherclub""]",arts,Biology ,pjsnetflix,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""7""}",shift,actor,museums,"Reliable, Nerdy, Dramatic ","Smart, Funny, Motivated ",no,no,time,thoughtfulness,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,3,0,0,willsee,ISTP
ObjectId(5e373a352dd0db6dee9994d4),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",66,other,2,freshman,"[""culturalclub""]",arts,Biology and Society ,annex,bubbletea,afternoon,"{""sleeptime"":""2 am"",""waketime"":""10 am""}",flow,artist,friends,"Carefree, Chill, Fun ","Chill, Funny, Charismatic ",yes,no,time,humor,Agree,Strongly Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Sort of Agree,Agree,7,0,0,willsee,ENTP
ObjectId(5e373a442dd0db6dee9994d5),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",68,eastasian,2,sophomore,"[""culturalclub"",""projectteam"",""socialclub""]",engineering,ISST,mixer,bubbletea,afternoon,"{""sleeptime"":""2:30"",""waketime"":""9:00""}",flow,artist,city,"Loyal, Caring, Reliable","Loyal, Decisive, Caring",no,yes,time,reliability,Strongly Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Disagree,5,0,0,willsee,ISFP
ObjectId(5e373a492dd0db6dee9994d7),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""24""}",61,white,4,senior,"[""greeklife"",""profclub"",""otherclub"",""socialclub""]",ilr,ILR,mixer,ctb,evening,"{""sleeptime"":""1:00"",""waketime"":""8:30""}",flow,political,friends,"Outgoing, quirky, adventurous ","Funny, outgoing, kind",no,yes,time,humor,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,8,1,A month,willsee,ESTJ
ObjectId(5e373a522dd0db6dee9994d9),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",68,eastasian,2,junior,"[""greeklife"",""otherclub"",""profclub"",""socialclub""]",arts,"Government, Economics",mixer,bubbletea,afternoon,"{""sleeptime"":""1 AM"",""waketime"":""9 AM ""}",flow,entrepreneur,city,"Bubbly, Kind, Considerate","Funny, Kind, Thoughtful",no,no,time,reliability,Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Disagree,Sort of Agree,8,1,1,meetfriends,ESTP
ObjectId(5e373a582dd0db6dee9994da),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",67,eastasian,4,junior,"[""greeklife""]",arts,Government ,annex,ctowndinner,evening,"{""sleeptime"":""1"",""waketime"":""8:30""}",flow,entrepreneur,friends,"funny, compassionate, thoughtful ","loyal, honest, charming",yes,yes,time,reliability,Strongly Agree,Agree,Disagree,Disagree,Disagree,Sort of Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,5,0,0,willsee,ISTP
ObjectId(5e373a5d2dd0db6dee9994db),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",67,eastasian,2,junior,"[""clubsports"",""otherclub""]",cals,Biological Science,annex,ctowndinner,evening,"{""sleeptime"":""1 am"",""waketime"":""8 am""}",flow,scientist,friends,"reliable, compassionate, funny","honest, charming, funny",yes,yes,time,reliability,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,7,2,8,willsee,ESTP
ObjectId(5e373a752dd0db6dee9994dd),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""40""}",74,black,4,sophomore,"[""proffrat"",""culturalclub"",""socialclub"",""clubsports""]",cals,Environmental science ,netflixchill,fratparty,evening,"{""sleeptime"":""2am"",""waketime"":""8am""}",shift,entrepreneur,city,"Funny, lazy, quiet ","Smart, carrying, Thicc",yes,yes,money,humor,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,5,0,0,meetfriends,INTP
